_link,_link_main,cod,desc,img_lis_c,sez_perv,sez_tot
204.liste.10,204,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,2
204.liste.11,204,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,2
204.liste.12,204,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,2
204.liste.13,204,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,2
204.liste.14,204,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,2
204.liste.15,204,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,2
204.liste.16,204,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,2
204.liste.17,204,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,2
204.liste.18,204,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,2
205.liste.0,205,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,1
205.liste.1,205,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,1
205.liste.2,205,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,1
205.liste.3,205,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,1
205.liste.4,205,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,1
205.liste.5,205,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,1
205.liste.6,205,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,1
205.liste.7,205,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,1
205.liste.8,205,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,1
205.liste.9,205,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,1
205.liste.10,205,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,1
205.liste.11,205,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,1
205.liste.12,205,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,1
205.liste.13,205,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,1
205.liste.14,205,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,1
205.liste.15,205,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,1
205.liste.16,205,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,1
205.liste.17,205,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,1
205.liste.18,205,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,1
206.liste.0,206,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,4
206.liste.1,206,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,4
206.liste.2,206,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,4
206.liste.3,206,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,4
206.liste.4,206,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,4
206.liste.5,206,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,4
206.liste.6,206,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,4
206.liste.7,206,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,4
206.liste.8,206,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,4
206.liste.9,206,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,4
206.liste.10,206,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,4
206.liste.11,206,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,4
206.liste.12,206,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,4
206.liste.13,206,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,4
206.liste.14,206,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,4
206.liste.15,206,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,4
206.liste.16,206,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,4
206.liste.17,206,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,4
206.liste.18,206,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,4
207.liste.0,207,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,1
207.liste.1,207,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,1
207.liste.2,207,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,1
207.liste.3,207,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,1
207.liste.4,207,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,1
207.liste.5,207,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,1
207.liste.6,207,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,1
207.liste.7,207,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,1
207.liste.8,207,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,1
207.liste.9,207,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,1
207.liste.10,207,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,1
207.liste.11,207,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,1
207.liste.12,207,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,1
207.liste.13,207,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,1
207.liste.14,207,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,1
207.liste.15,207,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,1
207.liste.16,207,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,1
207.liste.17,207,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,1
207.liste.18,207,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,1
208.liste.0,208,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,2
208.liste.1,208,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,2
208.liste.2,208,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,2
208.liste.3,208,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,2
208.liste.4,208,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,2
208.liste.5,208,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,2
208.liste.6,208,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,2
208.liste.7,208,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,2
208.liste.8,208,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,2
208.liste.9,208,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,2
208.liste.10,208,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,2
208.liste.11,208,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,2
208.liste.12,208,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,2
208.liste.13,208,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,2
208.liste.14,208,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,2
208.liste.15,208,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,2
208.liste.16,208,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,2
208.liste.17,208,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,2
208.liste.18,208,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,2
209.liste.0,209,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,2
209.liste.1,209,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,2
209.liste.2,209,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,2
209.liste.3,209,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,2
209.liste.4,209,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,2
209.liste.5,209,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,2
209.liste.6,209,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,2
209.liste.7,209,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,2
209.liste.8,209,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,2
209.liste.9,209,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,2
209.liste.10,209,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,2
209.liste.11,209,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,2
209.liste.12,209,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,2
209.liste.13,209,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,2
209.liste.14,209,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,2
209.liste.15,209,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,2
209.liste.16,209,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,2
209.liste.17,209,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,2
209.liste.18,209,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,2
210.liste.0,210,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,1
210.liste.1,210,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,1
210.liste.2,210,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,1
210.liste.3,210,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,1
210.liste.4,210,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,1
210.liste.5,210,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,1
210.liste.6,210,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,1
210.liste.7,210,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,1
210.liste.8,210,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,1
210.liste.9,210,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,1
210.liste.10,210,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,1
210.liste.11,210,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,1
210.liste.12,210,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,1
210.liste.13,210,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,1
210.liste.14,210,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,1
210.liste.15,210,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,1
210.liste.16,210,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,1
210.liste.17,210,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,1
210.liste.18,210,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,1
211.liste.0,211,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,2
211.liste.1,211,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,2
211.liste.2,211,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,2
211.liste.3,211,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,2
211.liste.4,211,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,2
211.liste.5,211,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,2
211.liste.6,211,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,2
211.liste.7,211,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,2
211.liste.8,211,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,2
211.liste.9,211,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,2
211.liste.10,211,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,2
211.liste.11,211,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,2
211.liste.12,211,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,2
211.liste.13,211,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,2
211.liste.14,211,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,2
211.liste.15,211,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,2
211.liste.16,211,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,2
211.liste.17,211,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,2
211.liste.18,211,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,2
212.liste.0,212,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,1
212.liste.1,212,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,1
212.liste.2,212,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,1
212.liste.3,212,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,1
212.liste.4,212,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,1
212.liste.5,212,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,1
212.liste.6,212,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,1
212.liste.7,212,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,1
212.liste.8,212,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,1
212.liste.9,212,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,1
212.liste.10,212,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,1
212.liste.11,212,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,1
212.liste.12,212,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,1
212.liste.13,212,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,1
212.liste.14,212,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,1
212.liste.15,212,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,1
212.liste.16,212,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,1
212.liste.17,212,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,1
212.liste.18,212,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,1
213.liste.0,213,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,11
213.liste.1,213,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,11
213.liste.2,213,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,11
213.liste.3,213,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,11
213.liste.4,213,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,11
213.liste.5,213,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,11
213.liste.6,213,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,11
213.liste.7,213,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,11
213.liste.8,213,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,11
213.liste.9,213,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,11
213.liste.10,213,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,11
213.liste.11,213,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,11
213.liste.12,213,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,11
213.liste.13,213,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,11
213.liste.14,213,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,11
213.liste.15,213,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,11
213.liste.16,213,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,11
213.liste.17,213,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,11
213.liste.18,213,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,11
214.liste.0,214,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,1
214.liste.1,214,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,1
214.liste.2,214,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,1
214.liste.3,214,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,1
214.liste.4,214,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,1
214.liste.5,214,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,1
214.liste.6,214,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,1
214.liste.7,214,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,1
214.liste.8,214,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,1
214.liste.9,214,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,1
214.liste.10,214,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,1
214.liste.11,214,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,1
214.liste.12,214,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,1
214.liste.13,214,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,1
214.liste.14,214,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,1
214.liste.15,214,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,1
214.liste.16,214,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,1
214.liste.17,214,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,1
214.liste.18,214,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,1
215.liste.0,215,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,1
215.liste.1,215,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,1
215.liste.2,215,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,1
215.liste.3,215,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,1
215.liste.4,215,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,1
215.liste.5,215,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,1
215.liste.6,215,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,1
215.liste.7,215,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,1
215.liste.8,215,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,1
215.liste.9,215,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI  PPE,7-20241027000000-10-074.png,0,1
215.liste.10,215,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,0,1
215.liste.11,215,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,0,1
215.liste.12,215,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,0,1
215.liste.13,215,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,0,1
215.liste.14,215,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,0,1
215.liste.15,215,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,0,1
215.liste.16,215,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,0,1
215.liste.17,215,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,1
215.liste.18,215,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,0,1
216.liste.0,216,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,0,9
216.liste.1,216,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,0,9
216.liste.2,216,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,0,9
216.liste.3,216,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,0,9
216.liste.4,216,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,0,9
216.liste.5,216,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,0,9
216.liste.6,216,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,0,9
216.liste.7,216,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,0,9
216.liste.8,216,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,0,9
