_link,_link_main,cod,desc,img_lis_c,sez_perv,sez_tot
64.liste.17,64,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,1
64.liste.18,64,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,1
64.liste.19,64,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,1
65.liste.0,65,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,1
65.liste.1,65,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,1
65.liste.2,65,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,1
65.liste.3,65,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,1
65.liste.4,65,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,1
65.liste.5,65,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,1
65.liste.6,65,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,1
65.liste.7,65,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,1
65.liste.8,65,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,1
65.liste.9,65,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,1
65.liste.10,65,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,1
65.liste.11,65,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,1
65.liste.12,65,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,1
65.liste.13,65,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,1
65.liste.14,65,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,1
65.liste.15,65,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,1
65.liste.16,65,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,1
65.liste.17,65,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,1
65.liste.18,65,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,1
65.liste.19,65,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,1
66.liste.0,66,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,4
66.liste.1,66,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,4
66.liste.2,66,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,4
66.liste.3,66,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,4
66.liste.4,66,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,4
66.liste.5,66,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,4
66.liste.6,66,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,4
66.liste.7,66,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,4
66.liste.8,66,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,4
66.liste.9,66,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,4
66.liste.10,66,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,4
66.liste.11,66,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,4
66.liste.12,66,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,4
66.liste.13,66,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,4
66.liste.14,66,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,4
66.liste.15,66,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,4
66.liste.16,66,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,4
66.liste.17,66,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,4
66.liste.18,66,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,4
66.liste.19,66,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,4
67.liste.0,67,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,1
67.liste.1,67,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,1
67.liste.2,67,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,1
67.liste.3,67,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,1
67.liste.4,67,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,1
67.liste.5,67,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,1
67.liste.6,67,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,1
67.liste.7,67,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,1
67.liste.8,67,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,1
67.liste.9,67,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,1
67.liste.10,67,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,1
67.liste.11,67,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,1
67.liste.12,67,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,1
67.liste.13,67,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,1
67.liste.14,67,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,1
67.liste.15,67,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,1
67.liste.16,67,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,1
67.liste.17,67,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,1
67.liste.18,67,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,1
68.liste.0,68,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,1
68.liste.1,68,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,1
68.liste.2,68,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,1
68.liste.3,68,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,1
68.liste.4,68,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,1
68.liste.5,68,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,1
68.liste.6,68,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,1
68.liste.7,68,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,1
68.liste.8,68,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,1
68.liste.9,68,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,1
68.liste.10,68,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,1
68.liste.11,68,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,1
68.liste.12,68,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,1
68.liste.13,68,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,1
68.liste.14,68,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,1
68.liste.15,68,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,1
68.liste.16,68,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,1
68.liste.17,68,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,1
68.liste.18,68,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,1
69.liste.0,69,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,1
69.liste.1,69,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,1
69.liste.2,69,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,1
69.liste.3,69,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,1
69.liste.4,69,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,1
69.liste.5,69,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,1
69.liste.6,69,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,1
69.liste.7,69,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,1
69.liste.8,69,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,1
69.liste.9,69,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,1
69.liste.10,69,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,1
69.liste.11,69,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,1
69.liste.12,69,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,1
69.liste.13,69,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,1
69.liste.14,69,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,1
69.liste.15,69,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,1
69.liste.16,69,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,1
69.liste.17,69,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,1
69.liste.18,69,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,1
70.liste.0,70,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,1
70.liste.1,70,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,1
70.liste.2,70,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,1
70.liste.3,70,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,1
70.liste.4,70,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,1
70.liste.5,70,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,1
70.liste.6,70,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,1
70.liste.7,70,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,1
70.liste.8,70,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,1
70.liste.9,70,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,1
70.liste.10,70,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,1
70.liste.11,70,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,1
70.liste.12,70,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,1
70.liste.13,70,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,1
70.liste.14,70,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,1
70.liste.15,70,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,1
70.liste.16,70,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,1
70.liste.17,70,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,1
70.liste.18,70,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,1
71.liste.0,71,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,2
71.liste.1,71,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,2
71.liste.2,71,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,2
71.liste.3,71,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,2
71.liste.4,71,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,2
71.liste.5,71,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,2
71.liste.6,71,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,2
71.liste.7,71,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,2
71.liste.8,71,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,2
71.liste.9,71,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,2
71.liste.10,71,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,2
71.liste.11,71,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,2
71.liste.12,71,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,2
71.liste.13,71,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,2
71.liste.14,71,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,2
71.liste.15,71,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,2
71.liste.16,71,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,2
71.liste.17,71,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,2
71.liste.18,71,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,2
72.liste.0,72,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,2
72.liste.1,72,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,2
72.liste.2,72,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,2
72.liste.3,72,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,2
72.liste.4,72,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,2
72.liste.5,72,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,2
72.liste.6,72,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,2
72.liste.7,72,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,2
72.liste.8,72,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,2
72.liste.9,72,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,2
72.liste.10,72,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,2
72.liste.11,72,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,2
72.liste.12,72,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,2
72.liste.13,72,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,2
72.liste.14,72,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,2
72.liste.15,72,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,2
72.liste.16,72,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,2
72.liste.17,72,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,2
72.liste.18,72,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,2
73.liste.0,73,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,1
73.liste.1,73,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,1
73.liste.2,73,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,1
73.liste.3,73,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,1
73.liste.4,73,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,1
73.liste.5,73,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,1
73.liste.6,73,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,1
73.liste.7,73,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,1
73.liste.8,73,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,1
73.liste.9,73,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,1
73.liste.10,73,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,1
73.liste.11,73,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,1
73.liste.12,73,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,1
73.liste.13,73,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,1
73.liste.14,73,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,1
73.liste.15,73,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,1
73.liste.16,73,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,1
73.liste.17,73,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,1
73.liste.18,73,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,1
74.liste.0,74,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,10
74.liste.1,74,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,10
74.liste.2,74,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,10
74.liste.3,74,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,10
74.liste.4,74,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,10
74.liste.5,74,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,10
74.liste.6,74,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,10
74.liste.7,74,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,10
74.liste.8,74,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,10
74.liste.9,74,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,10
74.liste.10,74,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,10
74.liste.11,74,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,10
74.liste.12,74,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,10
74.liste.13,74,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,10
74.liste.14,74,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,10
74.liste.15,74,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,10
74.liste.16,74,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,10
74.liste.17,74,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,10
74.liste.18,74,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,10
75.liste.0,75,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,1
75.liste.1,75,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,1
75.liste.2,75,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,1
75.liste.3,75,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,1
75.liste.4,75,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,1
75.liste.5,75,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,1
75.liste.6,75,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,1
75.liste.7,75,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,1
75.liste.8,75,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,1
75.liste.9,75,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,1
75.liste.10,75,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,1
75.liste.11,75,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,1
75.liste.12,75,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,1
75.liste.13,75,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,1
75.liste.14,75,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,1
75.liste.15,75,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,1
75.liste.16,75,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,1
75.liste.17,75,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,1
75.liste.18,75,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,1
76.liste.0,76,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,3
76.liste.1,76,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,3
76.liste.2,76,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,3
76.liste.3,76,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,3
76.liste.4,76,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,3
76.liste.5,76,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,3
76.liste.6,76,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,3
76.liste.7,76,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,3
76.liste.8,76,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,3
76.liste.9,76,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,3
76.liste.10,76,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,3
76.liste.11,76,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,3
76.liste.12,76,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,3
