_link,_link_cand,_link_main,pos,desc_lis_c,img_lis_c,voti,perc
204.cand.5.liste.0,204.cand.5,204,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,2,0.53
204.cand.6.liste.0,204.cand.6,204,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.26
204.cand.7.liste.0,204.cand.7,204,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
204.cand.8.liste.0,204.cand.8,204,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
205.cand.0.liste.0,205.cand.0,205,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,134,29.00
205.cand.0.liste.1,205.cand.0,205,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,49,10.61
205.cand.0.liste.2,205.cand.0,205,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,41,8.87
205.cand.0.liste.3,205.cand.0,205,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,21,4.55
205.cand.0.liste.4,205.cand.0,205,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,11,2.38
205.cand.0.liste.5,205.cand.0,205,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,3,0.65
205.cand.1.liste.0,205.cand.1,205,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,76,16.45
205.cand.1.liste.1,205.cand.1,205,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,34,7.36
205.cand.1.liste.2,205.cand.1,205,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,33,7.14
205.cand.1.liste.3,205.cand.1,205,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,29,6.28
205.cand.1.liste.4,205.cand.1,205,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,19,4.11
205.cand.1.liste.5,205.cand.1,205,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,3,0.65
205.cand.1.liste.6,205.cand.1,205,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
205.cand.2.liste.0,205.cand.2,205,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,4,0.87
205.cand.3.liste.0,205.cand.3,205,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,3,0.65
205.cand.4.liste.0,205.cand.4,205,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.22
205.cand.5.liste.0,205.cand.5,205,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
205.cand.6.liste.0,205.cand.6,205,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.22
205.cand.7.liste.0,205.cand.7,205,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
205.cand.8.liste.0,205.cand.8,205,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
206.cand.0.liste.0,206.cand.0,206,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,128,29.77
206.cand.0.liste.1,206.cand.0,206,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,41,9.53
206.cand.0.liste.2,206.cand.0,206,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,33,7.67
206.cand.0.liste.3,206.cand.0,206,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,25,5.81
206.cand.0.liste.4,206.cand.0,206,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,14,3.26
206.cand.0.liste.5,206.cand.0,206,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,3,0.70
206.cand.1.liste.0,206.cand.1,206,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,55,12.79
206.cand.1.liste.1,206.cand.1,206,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,44,10.23
206.cand.1.liste.2,206.cand.1,206,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,27,6.28
206.cand.1.liste.3,206.cand.1,206,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,26,6.05
206.cand.1.liste.4,206.cand.1,206,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,12,2.79
206.cand.1.liste.5,206.cand.1,206,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,7,1.63
206.cand.1.liste.6,206.cand.1,206,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.23
206.cand.2.liste.0,206.cand.2,206,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,5,1.16
206.cand.3.liste.0,206.cand.3,206,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.23
206.cand.4.liste.0,206.cand.4,206,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,4,0.93
206.cand.5.liste.0,206.cand.5,206,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.23
206.cand.6.liste.0,206.cand.6,206,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,2,0.47
206.cand.7.liste.0,206.cand.7,206,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,1,0.23
206.cand.8.liste.0,206.cand.8,206,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
207.cand.0.liste.0,207.cand.0,207,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,142,32.64
207.cand.0.liste.1,207.cand.0,207,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,39,8.97
207.cand.0.liste.2,207.cand.0,207,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,38,8.74
207.cand.0.liste.3,207.cand.0,207,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,34,7.82
207.cand.0.liste.4,207.cand.0,207,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,10,2.30
207.cand.0.liste.5,207.cand.0,207,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,5,1.15
207.cand.1.liste.0,207.cand.1,207,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,41,9.43
207.cand.1.liste.1,207.cand.1,207,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,40,9.20
207.cand.1.liste.2,207.cand.1,207,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,36,8.28
207.cand.1.liste.3,207.cand.1,207,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,27,6.21
207.cand.1.liste.4,207.cand.1,207,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,10,2.30
207.cand.1.liste.5,207.cand.1,207,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,1,0.23
207.cand.1.liste.6,207.cand.1,207,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.23
207.cand.2.liste.0,207.cand.2,207,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,7,1.61
207.cand.3.liste.0,207.cand.3,207,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,2,0.46
207.cand.4.liste.0,207.cand.4,207,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.23
207.cand.5.liste.0,207.cand.5,207,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.23
207.cand.6.liste.0,207.cand.6,207,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
207.cand.7.liste.0,207.cand.7,207,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
207.cand.8.liste.0,207.cand.8,207,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
208.cand.0.liste.0,208.cand.0,208,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,153,37.78
208.cand.0.liste.1,208.cand.0,208,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,31,7.65
208.cand.0.liste.2,208.cand.0,208,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,25,6.17
208.cand.0.liste.3,208.cand.0,208,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,24,5.93
208.cand.0.liste.4,208.cand.0,208,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,7,1.73
208.cand.0.liste.5,208.cand.0,208,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,4,0.99
208.cand.1.liste.0,208.cand.1,208,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,46,11.36
208.cand.1.liste.1,208.cand.1,208,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,42,10.37
208.cand.1.liste.2,208.cand.1,208,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,24,5.93
208.cand.1.liste.3,208.cand.1,208,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,22,5.43
208.cand.1.liste.4,208.cand.1,208,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,4,0.99
208.cand.1.liste.5,208.cand.1,208,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,3,0.74
208.cand.1.liste.6,208.cand.1,208,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,3,0.74
208.cand.2.liste.0,208.cand.2,208,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,7,1.73
208.cand.3.liste.0,208.cand.3,208,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,7,1.73
208.cand.4.liste.0,208.cand.4,208,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,2,0.49
208.cand.5.liste.0,208.cand.5,208,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.25
208.cand.6.liste.0,208.cand.6,208,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
208.cand.7.liste.0,208.cand.7,208,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
208.cand.8.liste.0,208.cand.8,208,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
209.cand.0.liste.0,209.cand.0,209,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,119,35.84
209.cand.0.liste.1,209.cand.0,209,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,51,15.36
209.cand.0.liste.2,209.cand.0,209,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,21,6.33
209.cand.0.liste.3,209.cand.0,209,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,21,6.33
209.cand.0.liste.4,209.cand.0,209,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,8,2.41
209.cand.0.liste.5,209.cand.0,209,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,4,1.20
209.cand.1.liste.0,209.cand.1,209,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,25,7.53
209.cand.1.liste.1,209.cand.1,209,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,24,7.23
209.cand.1.liste.2,209.cand.1,209,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,17,5.12
209.cand.1.liste.3,209.cand.1,209,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,16,4.82
209.cand.1.liste.4,209.cand.1,209,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,6,1.81
209.cand.1.liste.5,209.cand.1,209,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,4,1.20
209.cand.1.liste.6,209.cand.1,209,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
209.cand.2.liste.0,209.cand.2,209,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,7,2.11
209.cand.3.liste.0,209.cand.3,209,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,4,1.20
209.cand.4.liste.0,209.cand.4,209,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,2,0.60
209.cand.5.liste.0,209.cand.5,209,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,2,0.60
209.cand.6.liste.0,209.cand.6,209,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,1,0.30
209.cand.7.liste.0,209.cand.7,209,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
209.cand.8.liste.0,209.cand.8,209,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
210.cand.0.liste.0,210.cand.0,210,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,127,30.46
210.cand.0.liste.1,210.cand.0,210,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,36,8.63
210.cand.0.liste.2,210.cand.0,210,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,26,6.24
210.cand.0.liste.3,210.cand.0,210,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,26,6.24
210.cand.0.liste.4,210.cand.0,210,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,9,2.16
210.cand.0.liste.5,210.cand.0,210,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,9,2.16
210.cand.1.liste.0,210.cand.1,210,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,49,11.75
210.cand.1.liste.1,210.cand.1,210,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,37,8.87
210.cand.1.liste.2,210.cand.1,210,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,36,8.63
210.cand.1.liste.3,210.cand.1,210,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,24,5.76
210.cand.1.liste.4,210.cand.1,210,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,11,2.64
210.cand.1.liste.5,210.cand.1,210,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,8,1.92
210.cand.1.liste.6,210.cand.1,210,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.24
210.cand.2.liste.0,210.cand.2,210,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,7,1.68
210.cand.3.liste.0,210.cand.3,210,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,4,0.96
210.cand.4.liste.0,210.cand.4,210,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,2,0.48
210.cand.5.liste.0,210.cand.5,210,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,2,0.48
210.cand.6.liste.0,210.cand.6,210,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,2,0.48
210.cand.7.liste.0,210.cand.7,210,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,1,0.24
210.cand.8.liste.0,210.cand.8,210,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
211.cand.0.liste.0,211.cand.0,211,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,75,26.50
211.cand.0.liste.1,211.cand.0,211,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,34,12.01
211.cand.0.liste.2,211.cand.0,211,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,29,10.25
211.cand.0.liste.3,211.cand.0,211,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,13,4.59
211.cand.0.liste.4,211.cand.0,211,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,7,2.47
211.cand.0.liste.5,211.cand.0,211,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,4,1.41
211.cand.1.liste.0,211.cand.1,211,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,29,10.25
211.cand.1.liste.1,211.cand.1,211,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,26,9.19
211.cand.1.liste.2,211.cand.1,211,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,25,8.83
211.cand.1.liste.3,211.cand.1,211,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,13,4.59
211.cand.1.liste.4,211.cand.1,211,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,8,2.83
211.cand.1.liste.5,211.cand.1,211,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,2,0.71
211.cand.1.liste.6,211.cand.1,211,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,1,0.35
211.cand.2.liste.0,211.cand.2,211,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,5,1.77
211.cand.3.liste.0,211.cand.3,211,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,5,1.77
211.cand.4.liste.0,211.cand.4,211,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,5,1.77
211.cand.5.liste.0,211.cand.5,211,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,2,0.71
211.cand.6.liste.0,211.cand.6,211,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
211.cand.7.liste.0,211.cand.7,211,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
211.cand.8.liste.0,211.cand.8,211,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
212.cand.0.liste.0,212.cand.0,212,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,83,35.47
212.cand.0.liste.1,212.cand.0,212,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,21,8.97
212.cand.0.liste.2,212.cand.0,212,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,17,7.26
212.cand.0.liste.3,212.cand.0,212,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,15,6.41
212.cand.0.liste.4,212.cand.0,212,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,5,2.14
212.cand.0.liste.5,212.cand.0,212,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,4,1.71
212.cand.1.liste.0,212.cand.1,212,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,23,9.83
212.cand.1.liste.1,212.cand.1,212,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,23,9.83
212.cand.1.liste.2,212.cand.1,212,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,18,7.69
212.cand.1.liste.3,212.cand.1,212,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,15,6.41
212.cand.1.liste.4,212.cand.1,212,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,5,2.14
212.cand.1.liste.5,212.cand.1,212,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,2,0.85
212.cand.1.liste.6,212.cand.1,212,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.43
212.cand.2.liste.0,212.cand.2,212,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
212.cand.3.liste.0,212.cand.3,212,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.43
212.cand.4.liste.0,212.cand.4,212,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,1,0.43
212.cand.5.liste.0,212.cand.5,212,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
212.cand.6.liste.0,212.cand.6,212,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
212.cand.7.liste.0,212.cand.7,212,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
212.cand.8.liste.0,212.cand.8,212,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
213.cand.0.liste.0,213.cand.0,213,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,122,35.57
213.cand.0.liste.1,213.cand.0,213,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,28,8.16
213.cand.0.liste.2,213.cand.0,213,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,28,8.16
213.cand.0.liste.3,213.cand.0,213,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,22,6.41
213.cand.0.liste.4,213.cand.0,213,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,6,1.75
213.cand.0.liste.5,213.cand.0,213,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,4,1.17
213.cand.1.liste.0,213.cand.1,213,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,29,8.45
213.cand.1.liste.1,213.cand.1,213,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,25,7.29
213.cand.1.liste.2,213.cand.1,213,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,22,6.41
213.cand.1.liste.3,213.cand.1,213,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,20,5.83
213.cand.1.liste.4,213.cand.1,213,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,11,3.21
213.cand.1.liste.5,213.cand.1,213,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,5,1.46
213.cand.1.liste.6,213.cand.1,213,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,3,0.87
213.cand.2.liste.0,213.cand.2,213,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,5,1.46
213.cand.3.liste.0,213.cand.3,213,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,5,1.46
213.cand.4.liste.0,213.cand.4,213,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,3,0.87
213.cand.5.liste.0,213.cand.5,213,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,2,0.58
213.cand.6.liste.0,213.cand.6,213,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,1,0.29
213.cand.7.liste.0,213.cand.7,213,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.29
213.cand.8.liste.0,213.cand.8,213,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.29
214.cand.0.liste.0,214.cand.0,214,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,85,27.51
