minint_elettorale,_link,note,int_st,int_t_ele,int_f_elet,int_dt_ele,int_l_terr,int_area,int_desc_com,int_cod_com,int_desc_prov,int_cod_prov,int_ele_m,int_ele_f,int_ele_t,int_vot_m,int_vot_f,int_vot_t,int_perc_vot,int_sz_pres,int_sz_cons,int_sz_tot,int_fine_rip,int_sk_bianche,int_sk_nulle,int_sk_contestate,int_tot_vot_cand,int_tot_vot_lis,int_non_valid,int_dt_agg,int_data_prec_elez,int_reg_sto,int_prov_sto,int_comu_sto,int_circ_sto,int_tipo_tras,com_istat_code
1070390100,142,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CARRODANO,100,LA SPEZIA,39,278,275,553,114,123,237,42.86,2,2,2,N,3,8,0,226,210,,20241028172459,20200920000000,7,39,100,39,SZ,011010
1070390110,143,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CASTELNUOVO MAGRA,110,LA SPEZIA,39,3498,3662,7160,0,0,0,0,2,2,11,N,0,0,0,302,298,,20241028175035,20200920000000,7,39,110,39,SZ,011011
1070390120,144,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,DEIVA MARINA,120,LA SPEZIA,39,814,824,1638,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,39,120,39,SZ,011012
1070390130,145,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,FOLLO,130,LA SPEZIA,39,2613,2697,5310,0,0,0,0,0,0,7,N,0,0,0,0,0,,,20200920000000,7,39,130,39,SZ,011013
1070390140,146,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,FRAMURA,140,LA SPEZIA,39,348,353,701,0,0,0,0,1,1,2,N,0,0,0,171,162,,20241028173304,20200920000000,7,39,140,39,SZ,011014
1070390150,147,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,LA SPEZIA,150,LA SPEZIA,39,35377,39021,74398,0,0,0,0,14,14,96,N,0,0,0,4526,4328,,20241028174309,20200920000000,7,39,150,39,SZ,011015
1070390160,148,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,LERICI,160,LA SPEZIA,39,4245,4583,8828,0,0,0,0,1,1,13,N,0,0,0,35,35,,20241028164916,20200920000000,7,39,160,39,SZ,011016
1070390170,149,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,LEVANTO,170,LA SPEZIA,39,2333,2511,4844,0,0,0,0,0,0,6,N,0,0,0,0,0,,,20200920000000,7,39,170,39,SZ,011017
1070390180,150,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MAISSANA,180,LA SPEZIA,39,339,269,608,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,39,180,39,SZ,011018
1070390190,151,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MONTEROSSO AL MARE,190,LA SPEZIA,39,937,1043,1980,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,39,190,39,SZ,011019
1070390200,152,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,LUNI,200,LA SPEZIA,39,3467,3532,6999,0,0,0,0,0,0,8,N,0,0,0,0,0,,,20200920000000,7,39,200,39,SZ,011020
1070390210,153,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PIGNONE,210,LA SPEZIA,39,479,474,953,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,39,210,39,SZ,011021
1070390220,154,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PORTOVENERE,220,LA SPEZIA,39,1632,1592,3224,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,39,220,39,SZ,011022
1070390230,155,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,RICCO' DEL GOLFO DI SPEZIA,230,LA SPEZIA,39,1662,1715,3377,0,0,0,0,0,0,5,N,0,0,0,0,0,,,20200920000000,7,39,230,39,SZ,011023
1070390240,156,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,RIOMAGGIORE,240,LA SPEZIA,39,753,739,1492,0,0,0,0,1,1,3,N,0,0,0,164,163,,20241028170314,20200920000000,7,39,240,39,SZ,011024
1070390250,157,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ROCCHETTA DI VARA,250,LA SPEZIA,39,374,324,698,0,0,0,0,2,2,3,N,0,0,0,181,179,,20241028171039,20200920000000,7,39,250,39,SZ,011025
1070390260,158,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SANTO STEFANO DI MAGRA,260,LA SPEZIA,39,4016,4153,8169,0,0,0,0,0,0,9,N,0,0,0,0,0,,,20200920000000,7,39,260,39,SZ,011026
1070390270,159,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SARZANA,270,LA SPEZIA,39,8922,9612,18534,0,0,0,0,6,6,24,N,0,0,0,1857,1795,,20241028175733,20200920000000,7,39,270,39,SZ,011027
1070390280,160,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SESTA GODANO,280,LA SPEZIA,39,801,806,1607,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,39,280,39,SZ,011028
1070390290,161,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VARESE LIGURE,290,LA SPEZIA,39,1013,1006,2019,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,39,290,39,SZ,011029
1070390300,162,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VERNAZZA,300,LA SPEZIA,39,461,466,927,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,39,300,39,SZ,011030
1070390310,163,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VEZZANO LIGURE,310,LA SPEZIA,39,2923,3145,6068,0,0,0,0,5,5,10,N,0,0,0,1058,1023,,20241028180009,20200920000000,7,39,310,39,SZ,011031
1070390320,164,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ZIGNAGO,320,LA SPEZIA,39,228,211,439,137,118,255,58.09,1,1,1,N,6,20,0,229,217,,20241028170316,20200920000000,7,39,320,39,SZ,011032
