_link_cand,_link,_link_main,pos,desc_lis_c,img_lis_c,voti,perc,cogn,nome,com_istat_code
215.cand.0,215.cand.0.liste.2,215,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,24,6.38,BUCCI,MARCO,009051
215.cand.0,215.cand.0.liste.1,215,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,33,8.78,BUCCI,MARCO,009051
215.cand.0,215.cand.0.liste.4,215,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,4,1.06,BUCCI,MARCO,009051
215.cand.1,215.cand.1.liste.1,215,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,21,5.59,ORLANDO,ANDREA,009051
215.cand.1,215.cand.1.liste.0,215,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,56,14.89,ORLANDO,ANDREA,009051
215.cand.1,215.cand.1.liste.4,215,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,5,1.33,ORLANDO,ANDREA,009051
215.cand.2,215.cand.2.liste.0,215,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,5,1.33,ROLLANDO,NICOLA,009051
215.cand.6,215.cand.6.liste.0,215,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.27,ROSSON,ALESSANDRO,009051
215.cand.3,215.cand.3.liste.0,215,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,3,0.80,TOSCANO,FRANCESCO,009051
215.cand.0,215.cand.0.liste.6,215,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0,BUCCI,MARCO,009051
215.cand.1,215.cand.1.liste.3,215,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,14,3.72,ORLANDO,ANDREA,009051
215.cand.5,215.cand.5.liste.0,215,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,2,0.53,MORRA,NICOLA,009051
215.cand.0,215.cand.0.liste.5,215,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,3,0.80,BUCCI,MARCO,009051
215.cand.0,215.cand.0.liste.0,215,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,173,46.01,BUCCI,MARCO,009051
215.cand.0,215.cand.0.liste.3,215,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,10,2.66,BUCCI,MARCO,009051
215.cand.1,215.cand.1.liste.2,215,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,16,4.26,ORLANDO,ANDREA,009051
215.cand.1,215.cand.1.liste.5,215,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,3,0.80,ORLANDO,ANDREA,009051
215.cand.7,215.cand.7.liste.0,215,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,0,FELICE,DAVIDE,009051
215.cand.4,215.cand.4.liste.0,215,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,3,0.80,FERRANDO,MARCO GIUSEPPE,009051
216.cand.1,216.cand.1.liste.1,216,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,186,6.71,BUCCI,MARCO,009052
216.cand.1,216.cand.1.liste.0,216,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,273,9.84,BUCCI,MARCO,009052
216.cand.1,216.cand.1.liste.4,216,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,44,1.59,BUCCI,MARCO,009052
216.cand.0,216.cand.0.liste.2,216,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,158,5.70,ORLANDO,ANDREA,009052
216.cand.0,216.cand.0.liste.0,216,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,1223,44.10,ORLANDO,ANDREA,009052
216.cand.0,216.cand.0.liste.5,216,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,33,1.19,ORLANDO,ANDREA,009052
216.cand.4,216.cand.4.liste.0,216,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,29,1.05,ROLLANDO,NICOLA,009052
216.cand.6,216.cand.6.liste.0,216,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,9,0.32,ROSSON,ALESSANDRO,009052
216.cand.3,216.cand.3.liste.0,216,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,33,1.19,TOSCANO,FRANCESCO,009052
216.cand.1,216.cand.1.liste.6,216,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,3,0.11,BUCCI,MARCO,009052
216.cand.0,216.cand.0.liste.3,216,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,129,4.65,ORLANDO,ANDREA,009052
216.cand.2,216.cand.2.liste.0,216,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,61,2.20,MORRA,NICOLA,009052
216.cand.1,216.cand.1.liste.5,216,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,11,0.40,BUCCI,MARCO,009052
216.cand.1,216.cand.1.liste.3,216,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,108,3.89,BUCCI,MARCO,009052
216.cand.1,216.cand.1.liste.2,216,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,115,4.15,BUCCI,MARCO,009052
216.cand.0,216.cand.0.liste.1,216,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,295,10.64,ORLANDO,ANDREA,009052
216.cand.0,216.cand.0.liste.4,216,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,35,1.26,ORLANDO,ANDREA,009052
216.cand.7,216.cand.7.liste.0,216,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,4,0.14,FELICE,DAVIDE,009052
216.cand.5,216.cand.5.liste.0,216,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,24,0.87,FERRANDO,MARCO GIUSEPPE,009052
217.cand.0,217.cand.0.liste.1,217,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,17,9.29,BUCCI,MARCO,009053
217.cand.0,217.cand.0.liste.0,217,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,36,19.67,BUCCI,MARCO,009053
217.cand.0,217.cand.0.liste.4,217,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,5,2.73,BUCCI,MARCO,009053
217.cand.1,217.cand.1.liste.2,217,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,8,4.37,ORLANDO,ANDREA,009053
217.cand.1,217.cand.1.liste.0,217,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,52,28.42,ORLANDO,ANDREA,009053
217.cand.1,217.cand.1.liste.4,217,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,3,1.64,ORLANDO,ANDREA,009053
217.cand.3,217.cand.3.liste.0,217,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,3,1.64,ROLLANDO,NICOLA,009053
217.cand.5,217.cand.5.liste.0,217,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.55,ROSSON,ALESSANDRO,009053
217.cand.6,217.cand.6.liste.0,217,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,1,0.55,TOSCANO,FRANCESCO,009053
217.cand.0,217.cand.0.liste.6,217,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0,BUCCI,MARCO,009053
217.cand.1,217.cand.1.liste.3,217,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,8,4.37,ORLANDO,ANDREA,009053
217.cand.2,217.cand.2.liste.0,217,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,3,1.64,MORRA,NICOLA,009053
217.cand.0,217.cand.0.liste.5,217,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,3,1.64,BUCCI,MARCO,009053
217.cand.0,217.cand.0.liste.2,217,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,16,8.74,BUCCI,MARCO,009053
217.cand.0,217.cand.0.liste.3,217,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,11,6.01,BUCCI,MARCO,009053
217.cand.1,217.cand.1.liste.1,217,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,11,6.01,ORLANDO,ANDREA,009053
217.cand.1,217.cand.1.liste.5,217,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,3,1.64,ORLANDO,ANDREA,009053
217.cand.7,217.cand.7.liste.0,217,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,0,0,FELICE,DAVIDE,009053
217.cand.4,217.cand.4.liste.0,217,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,2,1.09,FERRANDO,MARCO GIUSEPPE,009053
218.cand.0,218.cand.0.liste.0,218,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,68,22.37,BUCCI,MARCO,009054
218.cand.0,218.cand.0.liste.1,218,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,38,12.50,BUCCI,MARCO,009054
218.cand.0,218.cand.0.liste.4,218,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,7,2.30,BUCCI,MARCO,009054
218.cand.1,218.cand.1.liste.2,218,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,12,3.95,ORLANDO,ANDREA,009054
218.cand.1,218.cand.1.liste.0,218,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,88,28.95,ORLANDO,ANDREA,009054
218.cand.1,218.cand.1.liste.1,218,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,17,5.59,ORLANDO,ANDREA,009054
218.cand.7,218.cand.7.liste.0,218,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,1,0.33,ROLLANDO,NICOLA,009054
218.cand.4,218.cand.4.liste.0,218,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.33,ROSSON,ALESSANDRO,009054
218.cand.2,218.cand.2.liste.0,218,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,2,0.66,TOSCANO,FRANCESCO,009054
218.cand.0,218.cand.0.liste.6,218,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0,BUCCI,MARCO,009054
218.cand.1,218.cand.1.liste.3,218,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,11,3.62,ORLANDO,ANDREA,009054
218.cand.3,218.cand.3.liste.0,218,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,1,0.33,MORRA,NICOLA,009054
218.cand.0,218.cand.0.liste.5,218,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,2,0.66,BUCCI,MARCO,009054
218.cand.0,218.cand.0.liste.3,218,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,14,4.61,BUCCI,MARCO,009054
218.cand.0,218.cand.0.liste.2,218,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,32,10.53,BUCCI,MARCO,009054
218.cand.1,218.cand.1.liste.4,218,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,7,2.30,ORLANDO,ANDREA,009054
218.cand.1,218.cand.1.liste.5,218,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,1,0.33,ORLANDO,ANDREA,009054
218.cand.5,218.cand.5.liste.0,218,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,1,0.33,FELICE,DAVIDE,009054
218.cand.6,218.cand.6.liste.0,218,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,1,0.33,FERRANDO,MARCO GIUSEPPE,009054
219.cand.0,219.cand.0.liste.0,219,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,123,17.55,BUCCI,MARCO,009055
219.cand.0,219.cand.0.liste.2,219,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,50,7.13,BUCCI,MARCO,009055
219.cand.0,219.cand.0.liste.4,219,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,11,1.57,BUCCI,MARCO,009055
219.cand.1,219.cand.1.liste.4,219,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,28,3.99,ORLANDO,ANDREA,009055
219.cand.1,219.cand.1.liste.0,219,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,166,23.68,ORLANDO,ANDREA,009055
219.cand.1,219.cand.1.liste.3,219,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,30,4.28,ORLANDO,ANDREA,009055
219.cand.5,219.cand.5.liste.0,219,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,8,1.14,ROLLANDO,NICOLA,009055
219.cand.7,219.cand.7.liste.0,219,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.14,ROSSON,ALESSANDRO,009055
219.cand.2,219.cand.2.liste.0,219,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,11,1.57,TOSCANO,FRANCESCO,009055
219.cand.0,219.cand.0.liste.6,219,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0,BUCCI,MARCO,009055
219.cand.1,219.cand.1.liste.2,219,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,38,5.42,ORLANDO,ANDREA,009055
219.cand.3,219.cand.3.liste.0,219,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,8,1.14,MORRA,NICOLA,009055
219.cand.0,219.cand.0.liste.5,219,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,6,0.86,BUCCI,MARCO,009055
219.cand.0,219.cand.0.liste.1,219,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,116,16.55,BUCCI,MARCO,009055
219.cand.0,219.cand.0.liste.3,219,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,49,6.99,BUCCI,MARCO,009055
219.cand.1,219.cand.1.liste.1,219,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,44,6.28,ORLANDO,ANDREA,009055
219.cand.1,219.cand.1.liste.5,219,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,5,0.71,ORLANDO,ANDREA,009055
219.cand.6,219.cand.6.liste.0,219,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,2,0.29,FELICE,DAVIDE,009055
219.cand.4,219.cand.4.liste.0,219,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,5,0.71,FERRANDO,MARCO GIUSEPPE,009055
220.cand.1,220.cand.1.liste.1,220,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,2090,10.03,BUCCI,MARCO,009056
220.cand.1,220.cand.1.liste.0,220,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,2829,13.57,BUCCI,MARCO,009056
220.cand.1,220.cand.1.liste.4,220,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,453,2.17,BUCCI,MARCO,009056
220.cand.0,220.cand.0.liste.2,220,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,1117,5.36,ORLANDO,ANDREA,009056
220.cand.0,220.cand.0.liste.0,220,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,7505,36.01,ORLANDO,ANDREA,009056
220.cand.0,220.cand.0.liste.5,220,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,240,1.15,ORLANDO,ANDREA,009056
220.cand.4,220.cand.4.liste.0,220,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,220,1.06,ROLLANDO,NICOLA,009056
220.cand.7,220.cand.7.liste.0,220,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,53,0.25,ROSSON,ALESSANDRO,009056
220.cand.2,220.cand.2.liste.0,220,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,286,1.37,TOSCANO,FRANCESCO,009056
220.cand.1,220.cand.1.liste.6,220,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,48,0.23,BUCCI,MARCO,009056
220.cand.0,220.cand.0.liste.3,220,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,895,4.29,ORLANDO,ANDREA,009056
220.cand.3,220.cand.3.liste.0,220,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,193,0.93,MORRA,NICOLA,009056
220.cand.1,220.cand.1.liste.5,220,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,104,0.50,BUCCI,MARCO,009056
220.cand.1,220.cand.1.liste.3,220,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,1099,5.27,BUCCI,MARCO,009056
220.cand.1,220.cand.1.liste.2,220,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,1174,5.63,BUCCI,MARCO,009056
220.cand.0,220.cand.0.liste.1,220,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,1878,9.01,ORLANDO,ANDREA,009056
220.cand.0,220.cand.0.liste.4,220,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,479,2.30,ORLANDO,ANDREA,009056
220.cand.6,220.cand.6.liste.0,220,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,78,0.37,FELICE,DAVIDE,009056
220.cand.5,220.cand.5.liste.0,220,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,102,0.49,FERRANDO,MARCO GIUSEPPE,009056
221.cand.0,221.cand.0.liste.1,221,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,153,11.88,BUCCI,MARCO,009057
221.cand.0,221.cand.0.liste.0,221,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,220,17.08,BUCCI,MARCO,009057
221.cand.0,221.cand.0.liste.4,221,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,32,2.48,BUCCI,MARCO,009057
221.cand.1,221.cand.1.liste.3,221,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,32,2.48,ORLANDO,ANDREA,009057
221.cand.1,221.cand.1.liste.0,221,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,426,33.07,ORLANDO,ANDREA,009057
221.cand.1,221.cand.1.liste.5,221,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,9,0.70,ORLANDO,ANDREA,009057
221.cand.2,221.cand.2.liste.0,221,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,12,0.93,ROLLANDO,NICOLA,009057
221.cand.6,221.cand.6.liste.0,221,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,2,0.16,ROSSON,ALESSANDRO,009057
221.cand.3,221.cand.3.liste.0,221,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,10,0.78,TOSCANO,FRANCESCO,009057
221.cand.0,221.cand.0.liste.6,221,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,2,0.16,BUCCI,MARCO,009057
221.cand.1,221.cand.1.liste.2,221,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,38,2.95,ORLANDO,ANDREA,009057
221.cand.4,221.cand.4.liste.0,221,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,8,0.62,MORRA,NICOLA,009057
221.cand.0,221.cand.0.liste.5,221,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,9,0.70,BUCCI,MARCO,009057
221.cand.0,221.cand.0.liste.3,221,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,82,6.37,BUCCI,MARCO,009057
221.cand.0,221.cand.0.liste.2,221,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,151,11.72,BUCCI,MARCO,009057
221.cand.1,221.cand.1.liste.1,221,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,72,5.59,ORLANDO,ANDREA,009057
221.cand.1,221.cand.1.liste.4,221,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,21,1.63,ORLANDO,ANDREA,009057
221.cand.7,221.cand.7.liste.0,221,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,1,0.08,FELICE,DAVIDE,009057
221.cand.5,221.cand.5.liste.0,221,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,8,0.62,FERRANDO,MARCO GIUSEPPE,009057
222.cand.0,222.cand.0.liste.0,222,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,149,13.40,BUCCI,MARCO,009058
222.cand.0,222.cand.0.liste.2,222,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-074.png,113,10.16,BUCCI,MARCO,009058
222.cand.0,222.cand.0.liste.4,222,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-074.png,25,2.25,BUCCI,MARCO,009058
222.cand.1,222.cand.1.liste.1,222,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-074.png,84,7.55,ORLANDO,ANDREA,009058
222.cand.1,222.cand.1.liste.0,222,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-074.png,300,26.98,ORLANDO,ANDREA,009058
222.cand.1,222.cand.1.liste.4,222,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-074.png,24,2.16,ORLANDO,ANDREA,009058
222.cand.5,222.cand.5.liste.0,222,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-074.png,14,1.26,ROLLANDO,NICOLA,009058
222.cand.8,222.cand.8.liste.0,222,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-074.png,1,0.09,ROSSON,ALESSANDRO,009058
222.cand.2,222.cand.2.liste.0,222,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-074.png,15,1.35,TOSCANO,FRANCESCO,009058
222.cand.0,222.cand.0.liste.6,222,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-074.png,0,0,BUCCI,MARCO,009058
222.cand.1,222.cand.1.liste.3,222,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-074.png,27,2.43,ORLANDO,ANDREA,009058
222.cand.6,222.cand.6.liste.0,222,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-074.png,10,0.90,MORRA,NICOLA,009058
222.cand.0,222.cand.0.liste.5,222,13,BUCCI LIBERTAS UDC,7-20241027000000-13-074.png,5,0.45,BUCCI,MARCO,009058
222.cand.0,222.cand.0.liste.1,222,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-074.png,133,11.96,BUCCI,MARCO,009058
222.cand.0,222.cand.0.liste.3,222,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-074.png,101,9.08,BUCCI,MARCO,009058
222.cand.1,222.cand.1.liste.2,222,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-074.png,71,6.38,ORLANDO,ANDREA,009058
222.cand.1,222.cand.1.liste.5,222,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-074.png,14,1.26,ORLANDO,ANDREA,009058
222.cand.3,222.cand.3.liste.0,222,18,FORZA DEL POPOLO,7-20241027000000-18-074.png,14,1.26,FELICE,DAVIDE,009058
222.cand.4,222.cand.4.liste.0,222,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-074.png,12,1.08,FERRANDO,MARCO GIUSEPPE,009058
223.cand.0,223.cand.0.liste.4,223,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-074.png,17,6.30,BUCCI,MARCO,009059
